Using cpu device
Logging to train_data/AgriControl/ppo/deterministic/logs/elated-flower-74/PPO_0
------------------------------
| time/              |       |
|    elec_cost            | 0           |
|    fixed_costs          | 4.13        |
|    heat_cost            | 2.81        |
|    mean_reward          | 3.6e+03     |
|    revenue              | 1.34        |
|    rh_violation         | 291         |
|    temp_violation       | 68.5        |
|    variable_costs       | 2.81        |
| time/                   |             |
|    total_timesteps      | 2000000     |
| train/                  |             |
|    approx_kl            | 0.009267641 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -11         |
|    explained_variance   | 0.993       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.599      |
|    n_updates            | 976         |
|    policy_gradient_loss | -0.00628    |
|    std                  | 1.52        |
|    value_loss           | 0.00051     |
-----------------------------------------
New best mean reward!
-----------------------
Saving VecNormalize to train_data/AgriControl/ppo/deterministic/envs/elated-flower-74/best_vecnormalize.pkl
-----------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 5.76e+03  |
|    ep_rew_mean     | 3573.4304 |
| time/              |           |
|    fps             | 1011      |
|    iterations      | 123       |
|    time_elapsed    | 1992      |
|    total_timesteps | 2015232   |
----------------------------------
